msg,Class,notice,vaccine,route,infected,disaster,missing
[속초시청]7.11(일)23:36~7.12(월)00:25 조양동 소재 악쓰리코인노래연습장 방문자는 검사받으시기 바랍니다(속초시생활체육관주차장선별진료소 16시까지),2,0,0,1,0,0,0
[속초시청]7.9(금)23시~7.10(토)02시 / 7.13(화)22시~7.14(수)01시 조양동 소재 부영연탄생구이 방문자는 선별진료소에서 검사받으시기 바랍니다,2,0,0,1,0,0,0
"[천안시청]확진자13명[유흥관련5, 타지역관련2, 조사중3, 관내접촉3]발생. 나의가족을 지키는 마스크 착용과 사회적거리두기. 행복을 지키는 첫 번째 습관입니다.",3,0,0,0,1,0,0
"[제주도]17일 0시 기준 확진자 14명 발생(누적확진1,466명,완치1,293명,사망1명,자가격리1,098명) covid19.jeju.go.kr/info.jsp",3,0,0,0,1,0,0
"[미추홀구청] 7월 17일 11시 기준 코로나19 확진자 16명 발생, http://reurl.kr/198106F1CAE 참조바랍니다.",3,0,0,0,1,0,0
"[서산시청] 7월 17일(토) 11:00 기준 확진자 9명 발생(서산348~356번 /자가격리중1, 확진자접촉2,타지역접촉자2,해외입국 외국인2,감염경로조사중2)",3,0,0,0,1,0,0
"[창원시청] 창원시 사적모임 제한 강화안내(행정명령), 사적모임 4인까지만 가능(7.17.-7.28.)합니다. 불필요한 외출·모임 자제, 방역수칙 준수바랍니다.",0,1,0,0,0,0,0
"[부평구청]7월17일 11시기준 확진환자 총10명 발생(접촉5명,가족3명,유증상2명). 역학조사중. 방역예정. bit.ly/39SGMXI",3,0,0,0,1,0,0
[강원도청] 7.16.(금) 도내 코로나19 확진 45명(춘천2 원주8 강릉19 동해7 속초2 삼척3 영월1 평창2 양양1)▶수도권 방문·지인만남 자제 당부!!,3,0,0,0,1,0,0
[곡성군청] 7.16(금) 10:55 용산출발 ~ 13:02 남원도착 KTX 509 15호차 탑승자는 선별진료소에서 검사받으시기 바랍니다.,2,0,0,1,0,0,0
"[남동구청] 7월 17일 11시 기준 확진자 6명 발생(확진자 접촉자 4명, 유증상자 2명) bit.ly/32xaldz 참조바랍니다",3,0,0,0,1,0,0
[계양구청] 7월 17일(토) 11시 기준 계양구 신규 확진환자 5명 발생. 세부 내용은 블로그 참고 바랍니다. blog.naver.com/gyeyang_gu,3,0,0,0,1,0,0
"[용인시청] 7월 17일 0시 기준 확진자 15명입니다. 기침, 발열 등 의심증상 발현시 가까운 선별진료소에서 검사 받으세요. corona.yongin.go.kr",3,0,0,0,1,0,0
"[통영시청]7월17일10시 기준 확진자 2명(통영101~102번, 유흥관련)발생, 역학조사 및 이동동선 파악중, 확진자 현황은 시 홈페이지를 참고하시기 바랍니다.",3,0,0,0,1,0,0
[여수시청] 보건소 및 진남경기장 선별진료소는 7.17.~7.18. 주말은 오후 6시까지 운영/ 진남경기장 임시선별진료소 7.31.까지 연장 운영,0,1,0,0,0,0,0
"[영월군청] 7.17.(토) 10시 기준 확진자 1명 발생(영월49번), 해외입국자로 자가격리 중 확진되어 관내 이동 동선 없습니다.",3,0,0,0,1,0,0
"[진천군청] 7월 17일 10시 기준 확진자 2명 발생 (7.16 1명, 7.17 1명). 자세한 사항은 군 홈페이지·블로그 참조바랍니다.",3,0,0,0,1,0,0
"[청주시청]7월16일 확진자 7명 발생(감염경로 조사중1, 청주 확진자 접촉3, 타지역 확진자 접촉2, 격리중 확진1). ▲홈페이지 참조 ▲증상시 신속히 무료검사",3,0,0,0,1,0,0
"[성남시청] 7월 17일 0시기준 신규확진자 27명(수정구 5, 중원구 8, 분당구 10, 타지역 4)이 발생하였습니다. corona.seongnam.go.kr",3,0,0,0,1,0,0
"[진주시청] 7월 5~13일 평거동 소재 가인베트남노래타운, 란노래방,미스앤유,오케이베트남노래방 방문자는 보건소(749-5714)에서 검사받으시기 바랍니다.",2,0,0,1,0,0,0
[충주시청] 7.9.(금)~7.14.(수) 연수동 소재 쏘렌토(유흥주점)에 다녀오신 분은 증상 유무에 관계없이 보건소 선별진료소에서 코로나검사를 받으시기 바랍니다,2,0,0,1,0,0,0
[전남도청] 수도권 등 타지역 확진자 도내 다중이용시설 방문 집단감염사례 속출 ▲타지역 이동·모임·외출자제▲밀폐장소 환기▲출입명부 작성 등 방역수칙 준수합시다.,3,0,0,0,1,0,0
[창원시청]7월 16일 확진자 33명 발생(창원1033~1065 ▲의창구14 ▲성산구7 ▲마산합포구1 ▲마산회원구5 ▲진해구5 ▲타지역1) 방역수칙 준수바랍니다.,3,0,0,0,1,0,0
[인천광역시청] 인천(옹진군 제외) 폭염주의보 발효 중. 노약자는 밭농사 및 바깥활동을 자제하시고 냉방기를 작동시켜 적정한 실내온도를 유지하시기 바랍니다.,4,0,0,0,0,1,0
"[동두천시청] 7월 17일 0시 기준 일일 확진자 2명 발생(520~521번), 홈페이지 및 블로그 참고바랍니다. c11.kr/ddc21",3,0,0,0,1,0,0
"[아산시청]7월16일 확진자 5명(771~775번, 가족 3, 직장1, 조사중 1) /내 가족의 안전을 위해 강화된거리두기 준수와 빠른 검사에 적극 동참해주세요.",3,0,0,0,1,0,0
"[대구광역시] 17일 0시 기준 확진자 29명 발생. 지역발생 28명(달서구6,중구4,동구4,서구4,남구3,수성구3,북구2,달성군2), 해외유입 1명(중구1).",3,0,0,0,1,0,0
"[수원시청] 7월 17일 10시 기준, 수원 확진자 29명 발생. 기침, 발열 등 의심증상 있으면 가까운 선별진료소에서 검사받으세요. me2.kr/nzd9k",3,0,0,0,1,0,0
[청양군청] 7월 17일 10시 기준 자가격리중 확진자 1명 발생(청양86) /이동동선 없음/ 타지역 방문 자제 및 방역수칙 준수 바랍니다.,3,0,0,0,1,0,0
"[고양시청] 7.16.(금) 일일 확진자 18명(덕양구8,일산동구5,일산서구5), 타지역확진 고양시민 1명 https://han.gl/iMmgw 참조바랍니다.",3,0,0,0,1,0,0
"[전주시청]7.17(토) 현재기준 1명 발생(전일 1명 / corona.jeonju.go.kr)
 나와 내가족의 안전을 위해 강화된거리두기에 적극 동참하여 주십시오",3,0,0,0,1,0,0
"[세종시청] 7월 17일 0시기준, 전일 확진자 2명(세종627~628번)발생. (확진자 접촉1, 타지역 확진자 관련1) 자세한 사항은 시홈페이지 참고바랍니다.",3,0,0,0,1,0,0
"[강릉시청]금일 10시 기준 확진자 25명 발생/교동택지, PC방, 주점을 중심으로 급속히 확산중/방역수칙, 거리두기 철저히 이행하여 주시기 바랍니다.",3,0,0,0,1,0,0
[강릉시청]강릉523 관련 7월10일(토) 17:00 ~ 7월16일(금) 07:00 칠성포차 강릉교동점(율곡초교길 19) 이용자는 보건소에서 반드시 검사바랍니다.,2,0,0,1,0,0,0
"[울산광역시] 이번주말(7.17~7.18.) 코로나19 임시선별검사소는 문수축구장, 종합운동장에서 9시~17시까지 운영합니다.(점심시간 12시~13시 미운영)",0,1,0,0,0,0,0
"[원주시청] 7.15. 11:00~12:30 '미가일식당(북원로 2852, 태장동)' 방문자는 오늘14시까지(12시~13시 제외) 보건소 선별진료소 검사받으세요.",2,0,0,1,0,0,0
[순천시청] 7.16.(금) 12:37 전주출발 ~ 13:37 순천도착 KTX509 15호차 탑승자는 보건소 선별진료소에서 검사바랍니다.,2,0,0,1,0,0,0
"[익산시청] 7월17일 ▶전일1명,익산499번(이동동선 없음) ▶수도권 방문자제. 마스크와 백신은 생활의 필수입니다.",3,0,0,0,1,0,0
"[울산광역시]7.13.(화)19:10~20:00 밀양순대돼지국밥(남구 월평로 187번길11,소독완료) 방문자는 임시선별진료소에서 코로나19검사 받으시기 바랍니다.",2,0,0,1,0,0,0
"[은평구청] 7.8(목)~7.16(금) NC백화점 불광점(불광로 20) 지하1~2층,지상4/8층 방문자는 가까운 선별진료소에서 코로나 검사를 받으시기 바랍니다.",2,0,0,1,0,0,0
"[양주시청] 7월 17일 00시 기준, 확진자 5명 발생(양주시708~712번). 관련정보는 홈페이지 및 블로그 참고바랍니다. http://c11.kr/o1wn",3,0,0,0,1,0,0
"[전남도청]7.16(금) 24시기준 확진자 8명(여수1, 순천4, 보성1, 완도1 /해외유입1) √타지역 방문·지인 만남 자제 ▲의심증상 즉시 보건소 검사받으세요",3,0,0,0,1,0,0
[파주시청] 7월 17일 0시 기준 확진자 13명 발생(1358~1370번). 홈페이지 및 블로그 vo.la/DVULs 참조바랍니다.,3,0,0,0,1,0,0
"[울산광역시] 7.17. 0시기준 코로나19 확진자 11명(중1, 남3, 동2, 북2, 울주3) ▲주말 종교·체육시설 등 방역수칙준수, 외출·모임 자제 바랍니다.",3,0,0,0,1,0,0
[단양군청] 7.17.(토) 08:30 기준. 타지역 확진자 접촉으로 인한 확진자 2명 발생. 역학조사 후 홈페이지에 동선 공개하겠습니다.,3,0,0,0,1,0,0
"[경상북도청] 7월17일(토) 0시 기준 코로나19 신규확진자 16명(경산5,포항4,구미1,경주1,안동2,칠곡2,울진1) 발생. 자세한 내용은 시군 홈페이지 게재",3,0,0,0,1,0,0
[광양시청]▶ 7.13.(화)～7.16.(금) 09:00～13:00 강다짐 중동점(중동) 이용자는 보건소선별진료소(09:00～18:00/광양읍) 검사바랍니다.,2,0,0,1,0,0,0
[광주광역시] 7.17일 0시기준 확진자 12명 발생. 5명의 동선 및 접촉자 조사중. 7명은 자가격리중 확진되어 동선없음. https://c11.kr/moaz,3,0,0,0,1,0,0
[여수시청] 7.16.24:00 기준 총 1명 발생(확진자 접촉1)/변이바이러스 전파 위험이 있으니 개인방역 마스크 착용 철저히 바랍니다.,3,0,0,0,1,0,0
[포천시청] 7월 17일 0시 기준 코로나19 일일 확진자 4명(563번~566번) 발생. 관련 내용은 홈페이지 및 블로그 참고 바랍니다. c11.kr/qlym,3,0,0,0,1,0,0
"[광양시청] 7. 17.(토) 08:00기준 확진자 1명 발생, 최근 타지역 거주자 접촉으로 확진자 다수 발생하고 있습니다. 가벼운 감기증상도 즉시 검사바랍니다.",3,0,0,0,1,0,0
[순천시청]7.17.(토) 08시 기준 확진자 4명 발생(타지역 방문) √7일 이내 수도권 및 타지역 방문자는 반드시 보건소 선별진료소에서 검사받으시기 바랍니다.,3,0,0,0,1,0,0
"[진안군청] 7월 17일 08시 기준, 전일 확진자 2명 발생(진안23~24번)/ 지역감염 확산 방지를 위해 방역수칙 준수 바랍니다.",3,0,0,0,1,0,0
[영동군청] 오늘 08:00 기준 확진자 2명 발생. 이동동선 파악중입니다. 타 지역자 영동방문 자제 및 유증상 시 보건소 선별진료소에서 검사 바랍니다.,3,0,0,0,1,0,0
[완도군청]금일읍관련 7/16(금) 221건 검사 중 1명 추가확진. 이외 220건은 모두음성. 추가확진자는 7/11부터 자가격리중인 대상자로 추가동선 없습니다.,3,0,0,0,1,0,0
[울주군청] 온산읍 화산리 염산누출사고 상황종료로 실내대피를 해제합니다.,4,0,0,0,0,1,0
[울주군청] 금일 00:50경 울주군 온산읍 화산리에서 발생한 염산누출사고로 인근 주민(온산읍)은 확산에 유의하여 실내대피하고 외출을 자제하시기 바랍니다.,4,0,0,0,0,1,0
"[담양군청] 오늘밤 집중호우가 예상되오니 계곡(한재골,가마골) 및 하천 등 위험지역은 방문자제하여 주시고 산사태위험지역 거주주민은 사전대피하여 주시기 바랍니다.",4,0,0,0,0,1,0
"[부천시청] 7.1.(목) ~ 7.12.(월) 윙스(신흥로26번길 54, 심곡동) 방문자는 증상유무에 관계없이 선별진료소에서 코로나19 검사를 받으시기 바랍니다.",2,0,0,1,0,0,0
[행정안전부] 밤사이 강한 소나기와 돌풍이 예상됩니다. 산간 계곡·하천·비탈면·저지대 등 위험지역 방문을 자제하여 개인 안전관리에 유의하시기 바랍니다.,4,0,0,0,0,1,0
"[임실군청] 19:20 임실군 지역 호우주의보. 저지대, 산사태 등 위험지역에서 사전대피, 외출자제 등 안전에 주의 바랍니다.",4,0,0,0,0,1,0
"[마포구청] 금일 불광천, 홍제천, 향동천 급격한 수위 상승으로 출입 통제하오니 하천 밖으로 이동하여 주시기 바랍니다.",4,0,0,0,0,1,0
"[이천시청] 7월 16일 확진자 8명 발생(확진자접촉4,유증상개별검사4) 자세한 내용은 홈페이지(icheon.go.kr) 및 블로그 참조바랍니다.",3,0,0,0,1,0,0
"[행정안전부] 오늘 19시40분 충남(아산,당진) 호우주의보 발효. 대중교통을 이용하시고 빗길 안전에 주의하시기 바랍니다.",4,0,0,0,0,1,0
[강진군청] 우리군 집중호우로 산사태 위험이 매우 높습니다. (주의보 발령) 저지대 및 산사태 위험지역 주민들은 마을회관 등 안전한 곳으로 대피하시기 바랍니다.,4,0,0,0,0,1,0
[행정안전부] 오늘 19시20분 호우주의보 발효. 대중교통을 이용하시고 빗길 안전에 주의하시기 바랍니다.,4,0,0,0,0,1,0
"[거창군청](정정)7. 17. 0시 ~ 7. 28. 24시까지 사적모임이 4인까지만 허용 ▲예방접종 완료자도 4인에 포함 ▲단, 직계가족모임·상견례 8인까지 허용",0,1,0,0,0,0,0
"[남양주시청] 7.16.(금) 남양주시 주민 25명(타지역 거주 1명 포함) 코로나19 확진. 방역사항은 홈페이지, 블로그 참고바랍니다. c11.kr/qm1p",3,0,0,0,1,0,0
[청주시청] 7.13.(화) ~ 7.15.(목) 술고래음식점(서원구 성화동 809)을 방문하신 분은 가까운 보건소에서 코로나19 검사받으시기 바랍니다.,2,0,0,1,0,0,0
"[의정부시청] 7월 16일 18시 기준, 일일 확진자 10명 발생(1792~1801번) 홈페이지 및 블로그 https://c11.kr/joao 참고 바랍니다.",3,0,0,0,1,0,0
"[전남경찰청] 경찰은 진도군 고군면에서 실종된 김호영씨(남, 42세)를 찾고 있습니다 - 174cm, 60kg, 흰색반팔
 vo.la/GiH2m / ☎182",5,0,0,0,0,0,1
"[함안군청] 7월 16일 확진자 5명(함안58-62, 확진자의 접촉자 등) 발생, 마스크착용 등 방역수칙 준수 바랍니다.",3,0,0,0,1,0,0
"[행정안전부] 오늘 18시50분 경기(고양),서울(서북권),전남(강진) 호우주의보 발효. 대중교통을 이용하시고 빗길 안전에 주의하시기 바랍니다.",4,0,0,0,0,1,0
"[연천군청]4단계 사적모임 인원제한 알림 ▲18시이전 4인까지, 18시이후 2인까지 허용 ▲동거가족(주민등록등본상)모임 및 돌봄수행 예외",0,1,0,0,0,0,0
"[행정안전부] 오늘 18시40분 경기(광명),서울(서남권),전남(목포),전북(장수) 호우주의보 발효. 대중교통을 이용하시고 빗길 안전에 주의하시기 바랍니다.",4,0,0,0,0,1,0
"[함양군청] 5인 이상 사적모임 금지 (7.17. ~ 7.28.)
 ▶7.19(월) 00시부터 과태료 부과
 ▶수도권 방문 및 모임,외출 자제",0,1,0,0,0,0,0
"[경남도청] 경상남도 5인 이상 사적모임 금지 시행 (7.17~7.28), 불필요한 모임은 자제하고 방역수칙을 준수하여 주시기 바랍니다.",0,1,0,0,0,0,0
"[울산광역시]7.1~7.15.▲하노이(중구 젊음의3거리5, 지하1층),▲배트남클럽(중구 젊음의거리90, 3층)방문자는 코로나19 검사바랍니다.(유흥주점,소독완료)",2,0,0,1,0,0,0
"[행정안전부] 오늘 18시25분 경기(파주,동두천) 호우주의보 발효. 대중교통을 이용하시고 빗길 안전에 주의하시기 바랍니다.",4,0,0,0,0,1,0
"[부천시청] 7월 16일(금) 18:00기준 코로나19확진자 28명 발생, 세부내용은 블로그 참조하시기 바랍니다
 blog.naver.com/bucheon-city",3,0,0,0,1,0,0
"[행정안전부] 오늘 18시10분 경기(양주,포천) 호우주의보 발효. 대중교통을 이용하시고 빗길 안전에 주의하시기 바랍니다.",4,0,0,0,0,1,0
"[화성시청] 7월16일 18시 현재, 확진자 35명(화성 1880~1913번, 기타 1명) 발생하였습니다. 상세내용은 hscity.go.kr/crn.do 참조",3,0,0,0,1,0,0
"[송파구청] 찾아가는 선별진료소 설치운영(서울시 직영)▶장소: 석촌호수 송파관광정보센터 앞, 운영일시: 7.16.~7.31.▶세부정보: han.gl/T8Otg",0,1,0,0,0,0,0
"[거창군청] 7월 17일 0시부터 8월 8일 24시까지 사적모임이 4인까지만 허용됩니다. ▲예방접종 완료자도 4인에 포함 ▲단, 직계가족모임·상견례 8인까지 허용",0,1,0,0,0,0,0
"[증평군청] 계속되는 폭염으로 주말 기간 무더위가 예상됩니다. 야외활동 자제, 물 자주 마시기, 더운 시간대 휴식 등 안전에 유의하시기 바랍니다.",4,0,0,0,0,1,0
"[고령군청]7월21일(수) 20시부터 고령군 예방접종센터 50대 전연령층 동시 예약가능합니다. 예약방법: 온라인ncvrkdcn.go.kr, 콜센터(보건소, 읍면)",1,0,1,0,0,0,0
[인천서구청] 7월 16일 17시 기준 확진환자 20명 발생. vo.la/9fY4y 참조바랍니다.,3,0,0,0,1,0,0
"[음성군청] 음성군 강풍주의보 발효 중, 강풍을 동반한 강한 소나기가 내리고 있으니 산지, 계곡, 하천 등 위험지역 가까이 접근을 삼가하고 안전에 유의해 주세요.",4,0,0,0,0,1,0
"[대전광역시] 오늘 18시 기준, 17명 추가 발생.(동1, 중2, 서10, 유성1, 대덕3). 자세한 사항은 홈페이지 참조.
 (참고)어제 하루 총 49명 발생.",3,0,0,0,1,0,0
[강릉시청] 금일 자정부터 거리두기 3단계/ 5인이상 모임금지(백신 예방접종자도 예외없이 적용) 자세한 내용은 pf.kakao.com/_YXdnxb 참조바랍니다.,0,1,0,0,0,0,0
"[장흥군청] 오늘 17시 40분 장흥군 호우주의보 발효. 하천 및 비탈면 인근 통행 자제, 위험지역 접근금지 등 안전에 각별히 주의하시기 바랍니다.",4,0,0,0,0,1,0
"[연천군청] 7월 16일 코로나19 18시 기준 일일 확진자 발생 1명(타시군거주자 151번), 관련정보는 블로그 참조 바랍니다. url.kr/3euxdv",3,0,0,0,1,0,0
"[안성시청] 7.16. 18시기준 코로나19 확진자 1명(자발적검사1)발생 역학조사, 방역조치 완료(코로나 예방을 위해 냉방기 사용시 주기적 환기 부탁드립니다)",3,0,0,0,1,0,0
[논산시청] 7월16일 18시 기준 확진자 17명(육군훈련소 16명 외 1명)발생. 자세한 내용은 시청 홈페이지 및 SNS 참고바랍니다.,3,0,0,0,1,0,0
"[행정안전부] 오늘 17시40분 전남(화순,장흥) 호우주의보 발효. 대중교통을 이용하시고 빗길 안전에 주의하시기 바랍니다.",4,0,0,0,0,1,0
"[당진시청]7/16(금) 16시 기준 확진자8명(타지역 직장 집단감염 관련 격리 중1, 합덕OK인력사무소 관련4, 타지역 확진자 관련3). 총440명",3,0,0,0,1,0,0
"[행정안전부] 오늘 17시30분 전남(해남,보성) 호우주의보 발효. 대중교통을 이용하시고 빗길 안전에 주의하시기 바랍니다.",4,0,0,0,0,1,0
"[부여군청] 7월16일 17시 기준 부여군 확진자 2명 발생(부여80,81) 타지역(서울) 확진자 접촉자로 동선파악 및 역학조사 후 홈페이지 동선공개 예정",3,0,0,0,1,0,0
"[포항시청]7.13~14 15~24시 개인택시(k8 경북15바7758)
 7.13 시외버스 부산서부터미널12:40→포항시외버스터미널14:20
 탑승객 보건소 검사바람",2,0,0,1,0,0,0
"[평택시]확진자30명[관내4,관외7,조사중16,해외입국3(우즈벡2키르키스탄1)]상세한사항은평택시홈페이지를참고하세요☞www.pyeongtaek.go.kr/route",3,0,0,0,1,0,0
"[김포시청] 7월 16일 17시 기준, 코로나19 확진자 15명 발생/ 세부사항은 김포시 블로그를 참조하시기 바랍니다. vo.la/WQ5Ni",3,0,0,0,1,0,0
"[구리시청] 7.16.(금) 확진자 8명(격리중1, 타지역1) 발생. 코로나19 확산방지를 위해 외출과 사적모임 자제를 부탁드립니다 bit.ly/36J3hwx",3,0,0,0,1,0,0
"[인천중구청] 7월 16일 17시 기준 확진자 5명 발생(증상발현1, 확진자접촉3, 해외입국1) 동선은 http://www.icjg.go.kr 참조 바랍니다.",3,0,0,0,1,0,0
[제주도] 제주시 연동소재 빠라빠빠 노래타운(유흥주점) 7/10(토) 00:30~02:30 방문자는 보건소 상담 및 검사 당부,2,0,0,1,0,0,0
[태안군청] 7.16.(금)17:00기준 확진자1명 추가발생(태안73번/자가격리중확진) 마스크착용등 개인방역수칙 준수바랍니다.,3,0,0,0,1,0,0
"[제주도]제주시 노형동소재 브이(일반음식점) 7/9(금) 22:30 ~ 7/10(토) 00:30, 7/12~7/13 영업시간내 방문자는 보건소 상담 및 검사 당부",2,0,0,1,0,0,0
"[행정안전부] 오늘 17시10분 전남(영암) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다",4,0,0,0,0,1,0
"[고성군청]7.16.16시기준,확진자1명(고성31번)발생▲동선 및 역학조사 진행중입니다.▲코로나 의심증상이 있는 분은 고성군 선별진료소를 방문하여 검사바랍니다.",3,0,0,0,1,0,0
[과천시청] 7월 16일(금) 17시 기준 신규 확진자 3명 발생. 상세내용은 시홈페이지 및 과천마당앱 등에서 참고하시기 바랍니다 www.gccity.go.kr,3,0,0,0,1,0,0
"[김해시청] 7. 16.(금) 확진자 22명 발생(김해1071~1092), 김해유흥주점관련 16, 관외확진자접촉 4, 격리중 1, 조사중 1 / 역학조사및소독완료",3,0,0,0,1,0,0
"[창원시청] 유흥시설 등에서 코로나 감염이 확산되고 있습니다. 증상이 있으신 분은 가까운 선별진료소에서 적극 검사를 받으시고, 방역수칙 준수 바랍니다.",0,1,0,0,0,0,0
"[경북경찰청] 경주시 불국동에서 실종된 최상철씨(남, 61세)를 찾습니다 - 170cm, 60kg, 하늘색티, 검정바지, 슬리퍼
 vo.la/qLnbl / ☎182",5,0,0,0,0,0,1
"[광주시청] 7월 16일 17시 기준 확진자 8명 발생.
 기침, 발열 등 의심 증상 발현 시 가까운 선별진료소에서 검사받으세요.",3,0,0,0,1,0,0
"[안산시청]7월16일 17시기준 확진자 26명 발생. 상세내용은 시홈페이지,블로그 참조바랍니다 blog.naver.com/cityansan/222433675559",3,0,0,0,1,0,0
[계양구청] 7월 16일(금) 17시 기준 계양구 신규 확진환자 7명 발생. 세부 내용은 블로그 참고 바랍니다. blog.naver.com/gyeyang_gu,3,0,0,0,1,0,0
"[양산시청] 7. 16.(금) 17시 기준, 코로나19 확진자 1명 발생(유증상 검사)",3,0,0,0,1,0,0
[행정안전부] 오늘 16시45분 전남(영암) 호우주의보 발효. 대중교통을 이용하시고 빗길 안전에 주의하시기 바랍니다.,4,0,0,0,0,1,0
[강릉시청]강릉 520번 관련 7월 12일(월) 13:30 ~ 14:00 얌샘김밥강릉포남점(하평길30) 이용자는 보건소에 방문하여 검사바랍니다.,2,0,0,1,0,0,0
[진주시청] 7.8.(목) 16:05부산동부→16:30동래→진주 시외버스 탑승객은 가까운 보건소에서 검사받으시기 바랍니다.,2,0,0,1,0,0,0
[고흥군청] 타지역확진자 방문관련 7.14(수) 21:40~23:20 고흥종합병원 장례식장( 6분항소) 방문자는 보건소 선별진료소에서 검사 바랍니다.,2,0,0,1,0,0,0
"[광명시청] 7월16일 12시 기준 확진자 13명 발생(확진자 접촉7, 조사중6) 세부내용은 블로그 참조 바랍니다. blog.naver.com/gmcityhall",3,0,0,0,1,0,0
"[행정안전부] 오늘 16시25분 전남(여수) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다",4,0,0,0,0,1,0
[전남도청] 주말(7.17~18) 폭염극심 및 코로나 확산 중대고비 ▲이동·만남·외출자제▲물 자주 마시기▲시원하게 지내기▲더운 시간대 휴식 등 안전에 유의바랍니다,4,0,0,0,0,1,0
[성북구청] 7.11(일)~7.13(화) 종암동 유정식당(북악산로29길 21) 방문자는 반드시 성북구보건소(선별진료소)에서 코로나19 검사를 받으시기 바랍니다.,2,0,0,1,0,0,0
"[당진시청]7.18(일)부터 7.30(금)까지 합덕읍,우강면 세대 당 1명(외국인 포함) 코로나19 진단검사 실시 행정명령을 발동합니다.
 vo.la/G7BHU",0,1,0,0,0,0,0
"[울산광역시]이번주 주말(7.17~18) 코로나19 임시선별검사소는 문수축구장, 종합운동장 2개소에서 09시~17시까지 운영합니다.(점심시간 12~13시,미운영)",0,1,0,0,0,0,0
[행정안전부] 오늘 16시10분 전남(여수) 호우주의보 발효. 대중교통을 이용하시고 빗길 안전에 주의하시기 바랍니다.,4,0,0,0,0,1,0
"[행정안전부] 오늘 16시05분 전북(순창,김제) 호우주의보 발효. 대중교통을 이용하시고 빗길 안전에 주의하시기 바랍니다.",4,0,0,0,0,1,0
"[하남시청] 7/16(금) 13시기준 신규 확진자 10명(관내 9명, 타지역 1명) 발생. 블로그 및 홈페이지 참고하시기 바랍니다. c11.kr/qlto",3,0,0,0,1,0,0
"[의왕보건소]7.17.~7.25. 선별진료소, 임시선별검사소 운영시간안내 ▲(평일) 9~19시, (주말) 9~14시 ▲평일점심 및 소독시간 12~14시: 검사불가",0,1,0,0,0,0,0
"[진주시청]16일 15시 기준 확진자 9명(자가격리중 2명, 확진자의 접촉자 4명, 확진자의 가족 2명, 무료선제검사 1명) 발생. 상세 현황은 시홈페이지 참조.",3,0,0,0,1,0,0
"[해남군청] 타지역(경산1385번) 확진자 관내 동선▶7.14(수)8:30~8:50 북일기사식당, 8:50~9:50 북일펜션민박 방문자는 보건소에서 검사바랍니다.",2,0,0,1,0,0,0
[의왕시청] 7월16일 15:00 기준 코로나19 확진자 6명 발생. 자세한 사항은 시홈페이지 및 SNS 참고 바랍니다. pf.kakao.com/_xdPSRK,3,0,0,0,1,0,0
"[서초구청] 7.12~7.14 신세계백화점 강남점(신반포로176) 본관 B1 델리코너, 7.12 신관2층 명품관 방문자중 유증상자는 코로나19 검사바랍니다.",2,0,0,1,0,0,0
[대구광역시] 진진(중구 동성로1길 46-4) 7/3 21:00~23:00 방문하신 분은 국채보상공원 임시선별검사소 및 보건소(예약)에서 검사받으시기 바랍니다.,2,0,0,1,0,0,0
"[논산시청] 무료 임시선별검사소 운영
 ▶기간:7.14~7.20 (평일 14시~20시, 휴일 10시~16시)
 ▶장소:시내3, 강경1, 연무1개소
 홈페이지참고바랍니다",0,1,0,0,0,0,0
"[서초구청] 7.7(수)~10(토) 11시~20시 올리브(신반포로 200, 고투몰 A103호) 방문자중 유증상자는 코로나19 검사 받으시기 바랍니다.",2,0,0,1,0,0,0
[거제시청] 코로나19 확진자 6명(거제593~598번)발생. 아래 링크 참고바랍니다. http://pf.kakao.com/_gigJxb/81973659,3,0,0,0,1,0,0
"[예천군청] 55~59세(62~66년생) 백신예약/미예약시10월이후 후순위/접종온라인(ncvr.go.kr)/콜센터1339/보건소콜센터650-8500,8700",1,0,1,0,0,0,0
"[시흥시청] 7월 16일 13시 기준 확진자 25명 발생(관내 24명, 관외 1명), blog.naver.com/siheungblog/222433686374",3,0,0,0,1,0,0
"[증평군청]7.11.(일) 13:09~13:58 ""월악칡냉면""에서 식사후 현금결제하신 남성 두분(파란색계통 상의)은 보건소 043-835-4268로 연락바랍니다.",2,0,0,1,0,0,0
"[성주군청]우리지역 폭염주의보, 물 충분히 마시기, 무더위쉼터 이용,실외 작업장 폭염안전수칙(물,그늘,휴식)지키기 등 비닐하우스 및 농작물 안전에 유의바랍니다.",4,0,0,0,0,1,0
"[남동구청] 7/10(토) 10:00~18:35, 20:30~익일01:35 간석4동소재 진PC카페(간석동 233-4) 방문자는 거주지 보건소에서 코로나 검사 바람",2,0,0,1,0,0,0
"[창원시청] 창원시 사적모임 제한 강화 안내(행정명령), 사적모임 4인까지만 가능(7.17-7.28.)합니다. 불필요한 외출·모임 자제, 방역수칙 준수바랍니다.",0,1,0,0,0,0,0
"[울산광역시] 7.1.~7.15. 핫베트남노래방(남구 왕생로66번길 8, 2층, 유흥주점, 소독완료) 방문자는 코로나19 검사 받으시기 바랍니다.",2,0,0,1,0,0,0
